Kod,Waga,Waga_Pz,Wilg,Piach,Olej
T21101161,1126,1093,"5,0","5,67","2,14"
T21101231,"987,4","943,3","5,8","5,67","2,37"
T21101241,"723,4","691,4","5,5","4,70","2,26"
T21101251,740,711,"5,8","4,70","2,09"
T21101261,864,831,"6,4","5,67","2,73"
T21101331,"939,2",885,"4,8","4,70","2,46"
T21101341,"1179,8",1117,"5,9","11,55","2,32"
T21101351,1178,1140,"4,6","11,55","2,16"
T21101361,1194,1154,"5,3","4,70","2,36"
T21101431,"684,4","660,4","6,1","6,34","2,17"
T21101441,"838,2","799,2","5,9","6,34","2,10"
T21101451,619,"592,4","5,7","6,34","2,42"
T21101461,725,695,"4,6","4,70","2,01"
T21101531,667,637,"5,5","6,34","2,14"
T21101541,960,960,"5,3","11,55","2,70"
T21101551,1150,1109,"5,3","7,33","2,18"
T21101561,856,822,"5,7","11,55","2,26"
T21101631,"687,6",661,"5,6","7,33","2,36"
T21101641,"972,6","940,6","4,9","5,93","2,48"
T21101651,1218,1185,"5,0","7,33","2,10"
T21101661,1342,1292,"4,8","5,93","1,98"
T21101831,"990,6","951,5","5,1","3,94","2,13"
T21101841,742,712,"4,8","5,88","1,96"
T21101851,1264,1229,"5,2","5,88","2,29"
T21101861,1013,974,"5,6","5,88","2,58"
T21101931,"527,6","502,3","6,7","5,93","2,29"
T21101941,"1006,8","948,8","5,5","3,94","2,31"
T21101951,1187,1135,"4,4","6,45","2,13"
T21101961,1018,970,"5,8","8,54","2,39"
T21102031,"1068,4","1019,4","5,0","8,54","1,84"
T21102051,"766,6","732,6","5,2","3,94","2,24"
T21102051,1482,1441,"4,7","6,45","2,46"
T21102061,1080,1041,"5,6","8,68","1,70"
T21102131,"1271,4",1224,"4,8","7,24","2,30"
T21102141,"755,8","721,8","5,3","7,24","1,91"
T21102151,1230,1178,"5,2","8,68","1,91"
T21102161,897,852,"4,1","7,24","1,35"
T21102231,1415,"1370,2","5,0","8,35","1,93"
T21102241,"524,6","497,8","3,9","8,68","1,35"
T21102251,1329,1300,"4,2","9,30","1,93"
T21102261,793,768,"5,1","8,54","1,96"
T21102331,"1236,8","1174,3","5,7","7,13","1,99"
T21102341,892,853,"5,1","8,35","1,86"
T21102351,1030,990,"5,2","6,54","2,03"
T21102361,854,823,"5,4","8,35","2,56"
T21102531,"988,6",954,"5,3","7,13","2,04"
T21102541,"1160,4","1120,1","5,7","9,30","2,46"
T21102551,1085,1049,"4,6","7,01","1,79"
T21102561,1054,1002,"6,5","6,54","2,16"
T21102631,"837,6","803,3","5,2","7,13","2,04"
T21102641,"1100,8","1058,8","4,7","7,13","2,39"
T21102651,871,846,"4,8","7,01","2,57"
T21102661,1116,1075,"4,6","7,01","2,28"
T21102731,"848,2",816,"5,3","7,01","2,20"
T21102741,910,885,"5,6","6,98","2,23"
T21102751,1022,984,"5,8","6,98","2,82"
T21102761,760,730,"5,8","6,54","2,51"
T21102831,"1966,6","1882,3","5,3","6,53","1,95"
T21102851,1046,1003,"5,3","6,98","1,88"
T21102861,1065,1024,"5,3","6,53","2,08"
T21102931,"1031,4",983,"5,1","6,98","1,79"
T21102941,1066,1032,"4,9","5,72","2,24"
T21102951,1284,1232,"4,6","5,72","1,88"
T21102961,1016,1016,"5,1","5,72","2,38"
T21103031,"872,4",840,"6,4","5,94","2,50"
T21103041,"766,6","733,5","5,6","5,94","1,64"
T21103051,898,871,"4,8","5,72","2,36"
T21103061,818,"793,8","5,4","6,53","2,36"
T21110331,"1108,4",1066,"5,3","5,94","2,32"
T21110351,968,934,"6,7","6,63","2,61"
T21110361,1118,1084,"5,3","5,94","2,08"
T21110441,"1131,6","1097,6","4,9","6,63","1,91"
T21110451,842,815,"5,4","7,09","2,33"
T21110451,"977,6","977,6","5,8","7,09","2,43"
T21110461,1051,1017,"5,3","6,63","2,56"
T21110531,"1290,2",1257,"4,6","5,84","1,84"
T21110541,"985,8","943,8","5,2","7,09","1,99"
T21110551,863,832,"5,8","6,63","2,74"
T21110561,1469,1430,"4,1","7,09","1,87"
T21110631,"848,6","815,6","5,5","5,74","2,37"
T21110641,"1185,4","1143,4","5,0","5,74","1,81"
T21110651,540,520,"5,2","5,74","2,74"
T21110831,"1102,2",1067,"5,6","6,29","2,27"
T21110841,"1339,2","1301,4","5,7","5,84","2,48"
T21110851,698,661,"5,5","5,74","1,64"
T21110861,857,"828,7","5,3","5,84","2,67"
T21110861,868,841,"5,4","5,84","2,20"
T21110931,"1170,8","1129,2","4,9","5,57","1,97"
T21110941,"990,6",946,"4,7","6,29","1,60"
T21110951,1358,1320,"5,0","6,29","2,19"
T21110961,867,837,"5,6","6,29","2,66"
T21111031,638,613,"5,5","5,57","2,09"
T21111041,"1233,6","1233,6","5,4","5,57","2,51"
T21111051,1146,1110,"4,5","5,57","2,28"
T21111061,697,676,"5,6","5,74","2,48"
T21111231,"531,2",513,"5,9","6,75","2,34"
T21111241,"1053,2",1023,"6,3","6,75","2,50"
T21111251,1131,,"5,5","5,36","2,47"
T21111261,922,892,"6,1","5,36","2,77"
T21111331,"699,6",674,"7,0","6,75","2,42"
T21111331,"722,4",695,"5,5","5,56","2,33"
T21111351,1076,1076,"6,3","5,56","1,94"
T21111361,1010,969,"4,9","5,56","1,92"
T21111531,"978,4",944,"5,8","5,56","2,41"
T21111551,1149,1118,"5,2","5,56","2,38"
T21111561,709,665,"5,3","5,56","1,46"
T21111631,1159,1120,"5,8","8,04","2,22"
T21111641,"1629,4",1585,"5,1","5,15","2,57"
T21111651,892,863,"5,2","5,15","2,53"
T21111661,716,684,"6,2","5,15","2,44"
T21111731,"1187,8","1141,8","5,8","6,10","2,04"
T21111741,"1205,2","1170,2","5,5","4,54","2,56"
T21111751,821,795,"5,3","8,04","2,19"
T21111761,771,748,"5,3","8,04","2,09"
T21111831,"895,8","863,8","5,3","6,24","2,49"
T21111841,"1151,8","1111,5","4,9","6,10","2,17"
T21111851,1129,1098,"4,8","4,54","2,34"
T21111861,1114,1081,"5,3","6,24","2,18"
T21111931,"732,6","708,6","5,9","4,54","2,32"
T21111941,726,702,"6,0","6,24","2,07"
T21111951,1107,1077,"5,7","4,44","1,79"
T21111961,900,861,"6,8","6,44","2,13"
T21112031,"857,8","822,8","5,6","6,44","2,34"
T21112041,"952,4",912,"4,2","6,44","2,09"
T21112051,986,950,"4,2","4,44","1,98"
T21112061,989,952,"5,2","6,37","3,20"
T21112231,"394,6",384,"6,5","7,25","2,70"
T21112241,711,691,"6,3","4,44","2,51"
T21112251,1071,1027,"6,5","7,25","1,75"
T21112261,992,948,"5,5","6,37","1,80"
T21112331,771,750,"5,3","6,37","1,82"
T21112341,913,877,"5,6","7,98","2,43"
T21112351,1126,1098,"4,8","7,98","2,08"
T21112361,946,914,"5,3","7,25","2,27"
T21112431,"811,2",786,"6,1","5,61","2,61"
T21112441,"856,6",830,"5,9","6,69","2,24"
T21112451,1140,1101,"5,7","5,61","2,19"
T21112461,659,638,"5,3","7,98","2,19"
T21112531,"1261,2",1227,"4,8","6,69","2,36"
T21112541,"794,6",759,"4,7","5,61","1,47"
T21112551,1527,1477,"5,3","4,20","2,51"
T21112641,"897,2",867,"6,2","6,69","2,35"
T21112651,516,498,"5,5","4,20","2,85"
T21112661,592,573,"5,4","4,20","2,59"
T21112741,"743,2",709,"5,3","6,09","1,85"
T21112751,882,851,"5,5","6,69","2,22"
T21112761,871,842,"5,9","4,20","2,59"
T21112931,725,700,"5,7","6,09","2,49"
T21112941,"966,8","929,7","4,6","6,09","1,84"
T21112951,777,751,"6,0","6,09","2,03"
T21112961,983,"942,5","5,7","6,84","2,37"
T21113041,"1176,4",1145,"4,6","6,16","1,67"
T21113051,1137,1088,"3,2","6,84","1,29"
T21113061,849,"929,7","5,6","6,09","2,74"
T21120131,"608,8",586,"5,1","6,84","2,14"
T21120151,819,781,"5,2","6,13","1,84"
T21120161,697,"675,4","5,0","6,16","1,97"
T21120161,"762,6","739,8","5,7","6,16","2,33"
T21120231,1179,1139,"4,7","6,13","1,73"
T21120241,"917,2",889,"5,2","6,16","2,20"
T21120251,1174,1144,"4,7","6,84","2,41"
T21120261,720,694,"6,3","6,13","1,99"
T21120331,"614,8","594,8","5,1","6,13","2,30"
T21120341,"1279,6",1243,"4,1","7,55","2,11"
T21120351,1081,1055,"5,1","6,13","2,29"
T21120361,799,"778,2","5,2","6,16","2,00"
T21120431,"1022,2",981,"4,4","7,55","1,76"
T21120441,"1080,2",1054,"4,4","7,55","2,50"
T21120451,981,953,"4,2","7,55","1,95"
T21120461,997,975,"4,7","5,26","2,34"
T21120631,"1087,6","1058,5","5,6","6,84","2,67"
T21120641,"805,6",779,"6,2","6,84","2,33"
T21120651,547,532,"5,9","5,26","2,03"
T21120661,1191,1191,"5,7","5,26","2,43"
T21120731,880,854,"5,1","5,26","1,58"
T21120741,"549,8","529,8","5,0","5,26","2,57"
T21120751,984,956,"5,4","6,84","2,09"
T21120761,1090,1054,"5,0","6,84","2,37"
T21120931,"939,2",905,"4,6","5,08","1,63"
T21120941,1219,1182,"5,6","5,08","2,59"
T21120951,827,794,"5,4","5,08","2,54"
T21120961,768,744,"5,1","4,63","2,13"
T21121031,"800,8","769,8","5,8","4,63","2,59"
T21121041,"1052,2","1014,4","5,5","5,08","1,94"
T21121051,841,820,"5,5","4,63","2,41"
T21121061,711,689,"5,4","4,63","2,39"
T21121131,1158,1158,"5,6","4,63","2,28"
T21121141,"890,6","855,5","5,7","5,28","1,74"
T21121151,1044,1013,"5,4","5,28","2,70"
T21121161,760,734,"5,4","5,28","1,92"
T21121331,"614,2",591,"5,9","5,28","2,43"
T21121341,"612,4","592,4","6,2","8,10","2,54"
T21121351,1042,1009,"5,4","8,10","2,43"
T21121361,464,"445,3","6,2","4,74","2,84"
T21121431,"745,8",723,"5,8","5,28","2,70"
T21121441,"841,4",818,"5,5","4,74","1,72"
T21121451,1344,1308,"4,7","8,10","2,38"
T21121461,921,885,"5,3","8,10","2,13"
T21121541,"920,8","890,2","5,5","6,29","2,54"
T21121551,886,856,"4,8","6,29","1,95"
T21121561,947,920,"5,9","6,29","1,97"
T21121631,1021,990,"4,8","6,68","2,07"
T21121641,"947,4",918,"4,9","4,74","2,29"
T21121651,619,598,"6,1",,"2,08"
T21121661,646,625,"5,1","4,74","2,16"
T21121731,"926,8","897,5","7,5","6,68","1,84"
T21121741,"767,4","742,4","5,4","5,07","1,61"
T21121751,963,916,"4,8","5,86","2,07"
T21121761,1021,990,"4,8","5,86","2,07"
T21121831,"1094,2","1066,2","4,8","5,07","2,37"
T21121841,1246,1210,"7,1","3,64","2,35"
T21121851,1012,983,"6,1",,"2,40"
T21121861,994,994,"5,8","5,86","2,07"
T21122031,"1028,8",1001,"4,6",,"2,29"
T21122041,471,454,"4,5","6,68","2,25"
T21122051,354,337,,"3,64",
T21122061,941,913,"5,7","3,64","2,10"
T21122131,"1345,2",1301,"5,5","6,34","2,41"
T21122151,1104,1064,"4,6","6,34","2,23"
T21122231,"871,4",845,"4,9","4,95","1,98"
T21122241,"724,2",701,"4,6","5,07","1,50"
T21122251,942,912,"4,3","4,95","2,21"
T21122261,980,946,"5,0","4,95","2,19"
T21122331,"684,8","668,1","7,3",,"2,19"
T21122361,1025,977,"4,9","5,95","2,39"
T21122731,"811,8","790,8","5,7","5,95","1,71"
T21122751,1083,1053,"6,1","5,95","2,27"
T21122831,"884,6",856,"5,4","5,95","2,05"
T21122951,710,687,"5,6","5,54","2,42"
T21122961,439,423,"5,9","5,54","2,14"
T21123041,"785,4",767,"5,7","8,56","2,61"
T21123051,432,419,"5,6","5,54","2,42"
T21123061,701,672,"5,7","5,54","2,45"
T21123131,"426,8",390,"7,7","8,56","2,05"
T21123161,1417,1382,"5,5","8,56","2,17"
T22010331,614,593,"7,2","4,54","1,87"
T22010351,761,735,"5,8","4,54","2,14"
T22010431,"1285,6","1254,6","5,2","5,80","1,85"
T22010441,"622,8","598,5","7,1","4,54","2,15"
T22010451,624,599,"6,4","5,80","1,87"
T22010461,723,701,"6,9","4,54","2,10"
T22010731,"1181,2",1146,"5,7","6,42","1,77"
T22010751,1573,1535,"4,9","6,42","2,26"
T22010841,1289,1259,"4,7","6,42","2,13"
T22010851,964,940,"4,1","6,59","1,55"
T22010861,974,949,"6,4","5,80","2,68"
T22010861,"1025,5",998,"4,8","6,59","1,90"
T22011031,"498,2",483,"6,7","5,80","2,06"
T22011051,556,537,"5,9","5,80","2,24"
T22011061,957,932,"5,3","4,69","1,97"
T22011131,"1122,6",1094,"6,0","4,69","2,10"
T22011141,"1034,2",1024,"6,3","4,69","2,15"
T22011151,814,788,"5,4","6,59","2,15"
T22011161,980,941,"4,6","6,90","1,52"
T22011241,"963,8","934,5","4,9","9,91","1,90"
T22011251,1159,1136,"4,8","9,91","1,48"
T22011261,1007,978,"4,8","6,90","2,17"
T22011331,"768,8",740,"7,5","7,10","1,63"
T22011351,1442,1416,"4,5","9,91","2,45"
T22011361,1097,1051,"4,8","6,66","1,33"
T22011441,"1528,6","1477,5","7,0","7,10","2,18"
T22011451,1058,1030,"6,5","6,59","2,42"
T22011461,792,767,"6,5","9,91","2,45"
T22011531,813,"792,2","5,6","4,69","2,16"
T22011541,707,692,"5,3","6,90","2,09"
T22011561,1065,1023,"5,7","7,10","2,37"
T22011731,"1642,6",1602,"5,3","6,90","2,14"
T22011751,"1237,4",1228,"6,5","6,15","2,00"
T22011761,292,283,"7,4","7,10","2,07"
T22011831,"1234,8","1201,5","6,1","7,13","2,29"
T22011841,"1136,8","1104,5","6,8","6,15","1,93"
T22011851,871,853,"5,3","6,15","2,38"
T22011861,801,781,"5,5","6,15","2,18"
T22011931,"892,8",869,"5,3","6,66","2,39"
T22011931,634,610,"5,5","7,13","1,89"
T22011951,1086,1062,"5,0","6,66","2,63"
T22012031,"557,8",541,"6,6","7,13","2,06"
T22012041,"896,2","871,2","5,1","7,05","1,85"
T22012051,747,726,"5,6","6,66","2,30"
T22012061,1036,1008,"5,3","7,05","1,78"
T22012141,1572,"1519,7","5,5","7,13","2,17"
T22012231,"1702,6",1660,"4,8","5,36","2,37"
T22012251,1073,1049,"4,5","5,36","2,18"
T22012261,864,842,"5,5","7,05","2,07"
T22012431,1180,1154,"5,7","5,36","2,06"
T22012441,835,814,"5,0","5,76","2,32"
T22012451,1020,1000,"5,2","7,05","2,53"
T22012541,"1561,8","1520,5","7,5","4,46","2,53"
T22012551,1181,1160,"6,0","5,76","2,31"
T22012561,1120,1091,"6,2","4,46","2,21"
T22012631,1124,"1092,8","6,7","5,39","2,49"
T22012651,1011,"985,8","6,5","5,76","2,37"
T22012731,"1189,2","1158,5","5,2","4,65","2,14"
T22012751,1027,1027,"5,9","5,76","2,48"
T22012761,985,957,"5,7",,"2,70"
T22012841,"902,8","876,8","5,8",,"2,39"
T22012851,768,747,"6,5",,"2,33"
T22012861,1006,976,"7,5","5,39","2,33"
T22012931,"393,4",382,,"5,39",
T22012941,"357,6","340,8",,"4,65",
T22012961,932,897,"5,7","4,65","2,29"
T22013131,1417,1378,"5,9","7,25","2,15"
T22013151,1213,1182,"5,3","7,25","1,67"
T22013161,1185,1156,"4,6","7,25","2,25"
T22020131,"1251,6",1221,"6,5","5,38","2,28"
T22020141,"851,8","830,5","5,4","5,38","2,27"
T22020151,1031,1005,"4,9","5,38","1,85"
T22020161,1018,992,"6,1","5,38","2,21"
T22020331,"949,8","924,8","5,4","5,39","2,04"
T22020341,"893,2",877,"5,3","5,39","2,24"
T22020351,1196,1196,"6,2","5,39","2,71"
T22020361,1054,1025,"5,6","5,39","2,59"
T22020431,"723,2",704,"5,8","6,14","2,03"
T22020451,933,911,"6,3","6,14","2,39"
T22020461,900,873,"5,1","6,14","2,23"
T22020531,1089,1058,"5,4","5,89","2,39"
T22020541,"1352,8","1313,8","5,7","5,89","2,20"
T22020551,1896,1849,"5,9","6,69","2,23"
T22020731,1246,"1202,4","5,1","3,65","1,51"
T22020741,1109,"1082,8","5,0","5,89","2,22"
T22020751,438,"422,5",,"5,89",
T22020761,965,939,"6,7","6,69","2,50"
T22020831,1141,"1107,7","5,3","5,90","2,29"
T22020841,860,"838,7","5,6","3,65","2,24"
T22020851,1033,"1009,4","5,6","3,65","2,50"
T22020861,1040,"1009,3","5,7","5,90","2,24"
T22020861,923,898,"5,8","5,90","2,77"
T22020931,"1011,4","985,1","5,3","6,01","2,14"
T22020941,"998,4","973,2","5,8","5,90","2,10"
T22020961,1054,"1025,7","6,0","6,01","2,70"
T22021031,781,"760,9","5,5","6,38","2,47"
T22021041,992,"965,7","6,1","6,39","2,01"
T22021051,1104,1074,"6,2","6,38","2,44"
T22021061,625,"606,3","5,6","6,01","2,04"
T22021141,"1266,4","1223,8","5,9","6,38","1,93"
T22021141,853,"825,3","5,7","5,80","2,24"
T22021151,683,"663,9","5,2","3,65","2,51"
T22021161,1153,"1121,1","5,9","6,01","1,70"
T22021231,"337,2","321,4",,"5,80",
T22021251,290,"276,7",,"6,38",
T22021261,978,"948,3","6,5","6,39","2,16"
T22021431,730,"709,4","5,5","6,39","1,97"
T22021441,"827,2","794,2","5,4","5,80","1,98"
T22021451,1208,"1184,5","4,9","6,39","2,27"
T22021531,993,"964,9","5,6","5,80","2,47"
T22021541,"858,8",835,"5,5","5,31","2,04"
T22021551,894,"867,2","6,2","5,80","2,21"
T22021631,"1078,4","1048,4","5,9","5,31","2,13"
T22021641,"1568,6",1528,"5,6","6,45","1,99"
T22021651,926,900,"6,5","5,31","2,11"
T22021661,860,834,"5,4","6,45","2,25"
T22021731,"644,2",627,"5,7","6,57","2,16"
T22021741,645,628,"6,6","6,45","1,86"
T22021751,1101,"1067,4","6,4","6,57","2,39"
T22021761,906,"880,4","6,2","6,45","2,65"
T22021831,"977,4","951,3","5,3","5,47","1,69"
T22021841,"936,2",913,"5,6","6,57","2,37"
T22021861,1059,1036,"5,1","5,31","2,47"
T22021931,1140,1107,"5,2","5,47","2,23"
T22021931,"1608,6",1563,"4,6","6,42","2,22"
T22021961,853,827,"6,2","5,47","2,14"
T22022131,1112,1093,"6,3","5,47","2,49"
T22022141,"1052,8","1032,7","7,3","8,06","2,58"
T22022151,803,780,"6,0","6,57","2,25"
T22022161,479,466,"5,7","6,57","2,38"
T22022241,"1323,2","1281,9","7,9","4,36","2,13"
T22022251,1053,1027,"6,7","8,06","1,94"
T22022261,1249,1225,"6,1","6,42","2,31"
T22022831,"1075,4",1047,"5,3","5,12","1,69"
T22022841,"1056,8","1030,8","4,8","9,21","2,03"
T22022851,846,825,"5,6","8,06","2,26"
T22022861,858,836,"6,2","7,33","2,28"
T22030131,"668,4","648,4","6,1","9,21","1,84"
T22030141,"1197,2","1166,8","4,7","5,58","2,02"
T22030151,694,"680,5","5,7","5,12","2,37"
T22030161,814,"794,2","4,6","9,21","2,40"
T22030231,"904,4","886,7","5,1","5,12","2,19"
T22030241,"788,4","766,5","6,2","7,33","2,21"
T22030251,1118,1085,"6,1","4,36","2,91"
T22030261,961,"941,2","4,7","7,33","2,39"
T22030331,"2527,4",2467,"5,1","6,76","1,93"
T22030351,710,695,"4,5","6,76","2,47"
T22030361,940,919,"4,7","5,58","2,40"
T22030431,"1105,2",1077,"5,1","4,66","1,88"
T22030431,988,981,"5,8","4,66","2,29"
T22030441,"893,6","870,5","5,3","4,66","1,80"
T22030461,499,488,"5,2","5,58","2,41"
T22030461,760,741,"5,9","4,66","2,60"
T22030541,1270,1242,"4,6","7,53","2,07"
T22030551,738,712,"5,5","4,66","2,20"
T22030561,1092,1069,"5,7","7,53","2,15"
T22030741,1246,1246,"4,5","7,53","2,36"
T22030751,684,669,"5,7",,"2,15"
T22030761,849,831,"4,6","7,53","2,21"
T22030831,"1265,6","1235,5","5,8","5,30","2,03"
T22030841,"1327,2","1327,2","4,8","5,30","2,40"
T22030851,1017,"994,9","4,5","6,17","1,85"
T22030861,977,950,"6,2","6,17","2,35"
T22030931,"965,4","940,4","5,7","5,86","1,94"
T22030941,"946,6",925,"5,1","5,86","1,98"
T22030951,793,774,"5,2","6,17","2,52"
T22030961,1064,1042,"5,2","6,17","1,74"
T22031041,"670,8",654,"4,4","7,54","1,97"
T22031051,978,"955,3","5,1","7,54","1,91"
T22031061,791,773,"4,9","7,54","2,56"
T22031131,1123,1098,"4,7","7,54","1,82"
T22031141,"1277,4","1248,5","4,2","6,99","1,97"
T22031151,760,744,"5,7","5,86","2,20"
T22031161,952,933,"4,4","6,99","1,96"
T22031231,"1259,4","1227,9","4,9","5,75","1,56"
T22031241,"1086,8","1061,5","4,1","6,99","2,03"
T22031251,854,"839,8","5,7","5,86","2,46"
T22031261,768,754,"5,1","6,56","1,80"
T22031431,"583,4",567,"6,4","7,54","2,07"
T22031441,"834,4",810,"5,4","6,99","2,18"
T22031451,812,792,"5,3","5,75","2,24"
T22031461,433,"422,2",,"5,86",
T22031531,"1176,4","1146,4","5,5","6,56","1,98"
T22031541,1293,1263,"4,4","5,36","1,62"
T22031551,932,909,"5,1","6,56","1,87"
T22031561,865,845,"4,9","5,75","2,22"
T22031631,"418,4",409,"7,3","6,56","2,88"
T22031641,1165,"1135,3","5,1",,"2,11"
T22031651,655,638,"5,6","5,75","2,59"
T22031731,"1058,4",1037,"6,7","6,56","2,40"
T22031751,837,815,"7,1","5,36","2,27"
T22031761,980,961,"4,8","7,42","2,46"
T22031831,1106,1083,"5,7","5,36","2,43"
T22031831,"1169,6","1148,5","7,3","8,20","2,35"
T22031841,"933,8",915,"5,6","5,36","2,40"
T22031851,1084,1064,"4,9","7,42","1,79"
T22031861,1098,1077,"4,3","7,42","2,23"
T22031931,"522,2","507,4","6,6","5,46","2,40"
T22031941,1045,"1020,8","4,5","7,42","2,17"
T22031951,753,"737,2","5,2","5,75","2,32"
T22031961,872,"851,7","4,4","5,46","2,22"
T22032131,"935,6","916,5","6,4","5,46","1,85"
T22032141,"1323,8",1297,"5,6","7,03","2,10"
T22032151,983,963,"4,9","7,04","2,12"
T22032161,1140,"1116,4","4,8","5,46","1,79"
T22032231,"818,8","799,5","6,2","6,56","2,36"
T22032241,861,840,"4,5","5,46","2,36"
T22032251,792,773,"5,4","7,04","2,25"
T22032261,757,741,"5,4","7,04","2,13"
T22032341,"1516,8","1479,5","5,8","6,56","1,47"
T22032351,944,922,"5,5","6,23","2,40"
T22032361,919,898,"6,2","6,23","2,30"
T22032431,"386,4",376,,"7,03",
T22032441,"952,8","933,7","5,3","7,03","2,87"
T22032451,1239,1220,"5,6","8,14","2,31"
T22032461,526,512,"6,6","6,23","2,31"
T22032631,"1509,6","1479,2","6,8","8,14","2,21"
T22032641,"825,8","798,5","6,2","5,29","2,38"
T22032651,650,634,"6,7","5,29","2,13"
T22032661,1038,1038,"5,6","5,29","2,19"
T22032831,"1239,2",1214,"6,5","6,55","2,21"
T22032851,998,979,"6,2","6,30","2,60"
T22032861,1210,"1192,4","5,4","6,55","2,43"
T22032931,871,"855,2","6,6","6,55","2,26"
T22032941,"774,8","761,5","5,8","6,30","2,14"
T22032951,1209,1187,"6,4","8,20","2,04"
T22032961,1060,"1039,9","5,1","6,30","2,13"
T22033031,"595,4","582,5","6,5","6,55","2,08"
T22033041,"755,8","755,8","6,5","8,20","1,97"
T22033051,1237,1212,"6,9","5,38","2,22"
T22033061,1203,"1178,2","5,9","8,20","2,14"
T22033131,"1335,6","1303,6","5,7","5,38","1,64"
T22033151,670,650,"7,2","5,30","2,37"
T22033151,670,650,"7,2","5,30","2,37"
T22033161,989,"965,4","7,9","5,38","2,79"
T22040131,"976,2","950,5","7,6","5,30","2,09"
T22040131,"976,2","950,5","7,6","5,30","2,09"
T22040141,"696,4","680,9","6,2","6,37","2,46"
T22040151,366,366,,"5,38",
T22040161,998,"972,2","6,5","5,30","2,31"
T22040161,998,"972,2","6,5","5,30","2,31"
T22040231,1479,"1433,9","6,7","5,30","2,53"
T22040231,1479,"1433,9","6,7","5,30","2,53"
T22040251,769,752,"6,2","6,37","2,56"
T22040261,738,720,"6,4","4,99","2,41"
T22040431,"1148,8","1194,2","6,7","4,99","2,66"
T22040441,"1128,4","1102,5","5,5","4,99","2,33"
T22040451,1353,1327,"6,2","6,37","2,16"
T22040461,"1021,2",977,"5,6","4,99","1,69"
T22040531,"1378,6",1282,"6,6","4,61","2,79"
T22040541,654,"639,3","7,3","6,34","2,30"
T22040541,654,"639,3","7,3","6,34","2,30"
T22040551,610,595,"6,4","4,61","2,45"
T22040561,785,"767,3","7,1","4,61","2,17"
T22040631,578,562,"7,7","4,54","2,23"
T22040631,578,562,"7,7","4,54","2,23"
T22040641,"1063,6","1040,5","6,8","4,54","2,31"
T22040641,"1063,6","1040,5","6,8","4,54","2,31"
T22040651,1302,1271,"6,3","4,54","2,43"
T22040651,1302,1271,"6,3","4,54","2,43"
T22040661,1154,1130,"7,0","4,54","2,78"
T22040661,1154,1130,"7,0","4,54","2,78"
T22040731,"866,6","847,6","6,7","6,34","2,40"
T22040731,"866,6","847,6","6,7","6,34","2,40"
T22040741,"753,8",732,"6,2","6,34","2,60"
T22040741,"753,8",732,"6,2","6,34","2,60"
